name,alt_name,objectid,id,status,type,trauma,owner,ttl_staff,population,beds,helipad,naics_code,naics_desc
DELRAY MEDICAL CENTER,NOT AVAILABLE,114,7233484,OPEN,GENERAL ACUTE CARE,LEVEL I,PROPRIETARY,-999,536,536,Y,622110,"CHILDREN'S HOSPITALS, GENERAL"
POINCIANA MEDICAL CENTER,NOT AVAILABLE,115,36034758,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,76,76,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ARBOUR FULLER HOSPITAL,NOT AVAILABLE,116,9802703,OPEN,PSYCHIATRIC,NOT AVAILABLE,PROPRIETARY,-999,103,103,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
ARBOUR HUMAN RESOURCE INSTITUTE,NOT AVAILABLE,117,9702146,OPEN,PSYCHIATRIC,NOT AVAILABLE,PROPRIETARY,-999,66,66,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
ASSENCION ST. VINCENT'S MEDICAL CENTER CLAY COUNTY,NOT AVAILABLE,118,36232068,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,106,106,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF OCALA,NOT AVAILABLE,119,36334471,OPEN,REHABILITATION,NOT AVAILABLE,PROPRIETARY,-999,60,60,N,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
"NATCHAUG HOSPITAL, INC.",NOT AVAILABLE,120,3906250,OPEN,PSYCHIATRIC,NOT AVAILABLE,NON-PROFIT,-999,57,57,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
ENCOMPASS HEALTH REHABILITATION HOSPITAL AT MARTIN HEALTH,NOT AVAILABLE,121,36634997,OPEN,REHABILITATION,NOT AVAILABLE,PROPRIETARY,-999,54,54,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SHRINERS' HOSPITAL FOR CHILDREN,NOT AVAILABLE,122,10502114,OPEN,CHILDREN,NOT AVAILABLE,NON-PROFIT,-999,30,30,N,622110,"CHILDREN'S HOSPITALS, GENERAL"
SPAULDING REHABILITATION HOSPITAL,NOT AVAILABLE,123,10602129,OPEN,REHABILITATION,NOT AVAILABLE,NON-PROFIT,-999,132,132,N,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
DR JOHN C CORRIGAN MENTAL HEALTH CENTER,NOT AVAILABLE,124,11402720,OPEN,PSYCHIATRIC,NOT AVAILABLE,GOVERNMENT - STATE,-999,16,16,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
BAY RIDGE HOSPITAL BEVERLY,NOT AVAILABLE,125,12101904,OPEN,PSYCHIATRIC,NOT AVAILABLE,NON-PROFIT,-999,62,62,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
ENCOMPASS HEALTH HOSPITAL OF WESTERN MASS,NOT AVAILABLE,126,12001056,OPEN,REHABILITATION,NOT AVAILABLE,PROPRIETARY,-999,53,53,N,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
T J HEALTH COLUMBIA,NOT AVAILABLE,127,12142728,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,74,74,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
DECATUR COUNTY HOSPITAL,NOT AVAILABLE,128,13050144,OPEN,GENERAL ACUTE CARE,LEVEL IV,GOVERNMENT - LOCAL,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ANDERSON COUNTY HOSPITAL,SAINT LUKE'S HOSPITAL OF GARNETT DBA ANDERSON COUNTY HOSPITAL,129,4466032,OPEN,CRITICAL ACCESS,LEVEL IV,NON-PROFIT,-999,41,41,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
KEARNY COUNTY HOSPITAL,KEARNY COUNTY HEALTH CARE FOUNDATION,130,7567860,OPEN,CRITICAL ACCESS,NOT AVAILABLE,GOVERNMENT - LOCAL,-999,25,25,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
OTTAWA COUNTY HEALTH CENTER,GREAT PLAINS HEALTH ALLIANCE INC,131,7767467,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,42,42,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,BETH ISRAEL DEACONESS HOSPITAL,132,3502492,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,58,58,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
VIBRA HOSPITAL OF SOUTHWESTERN MASSACHUSETTS,NEW BEDFORD REHABILITATION HOSPITAL,133,12402745,OPEN,REHABILITATION,NOT AVAILABLE,PROPRIETARY,-999,90,90,N,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
NORWOOD HOSPITAL,NORWOOD HOSPITAL,134,4002062,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,215,215,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SPAULDING REHABILITATION HOSPITAL CAPE COD,NOT AVAILABLE,135,12602537,OPEN,REHABILITATION,NOT AVAILABLE,NON-PROFIT,-999,60,60,N,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
CAMBRIDGE HEALTH ALLIANCE - SOMERVILLE CAMPUS,SOMERVILLE HOSPITAL,136,6702143,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999,124,124,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SHRINERS' HOSPITAL FOR CHILDREN,NOT AVAILABLE,137,12701104,OPEN,CHILDREN,NOT AVAILABLE,NON-PROFIT,-999,40,40,N,622110,"CHILDREN'S HOSPITALS, GENERAL"
MERCY HOSPITAL FORT SMITH,NOT AVAILABLE,138,372903,OPEN,GENERAL ACUTE CARE,LEVEL III,NON-PROFIT,-999,336,336,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HEALTHSOUTH REHABILITATION HOSPITAL OF FORT SMITH,NOT AVAILABLE,139,7472901,OPEN,REHABILITATION,NOT AVAILABLE,PROPRIETARY,-999,80,80,Y,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
WHITE COUNTY MEDICAL CENTER - SOUTH CAMPUS,NOT AVAILABLE,140,9700000,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,193,193,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
WHITE COUNTY MEDICAL CENTER - NORTH CAMPUS,NOT AVAILABLE,141,10172143,OPEN,GENERAL ACUTE CARE,LEVEL III,NON-PROFIT,-999,286,286,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
RIVER VALLEY MEDICAL CENTER,NOT AVAILABLE,142,10272834,OPEN,CRITICAL ACCESS,LEVEL IV,PROPRIETARY,-999,35,35,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BAPTIST HEALTH MEDICAL CENTER - ARKADELPHIA,NOT AVAILABLE,143,2271923,OPEN,CRITICAL ACCESS,LEVEL IV,NON-PROFIT,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MERCY HOSPITAL BERRYVILLE,NOT AVAILABLE,144,872616,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
EUREKA SPRINGS HOSPITAL,NOT AVAILABLE,145,1072632,OPEN,CRITICAL ACCESS,LEVEL IV,PROPRIETARY,-999,22,22,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SOUTHEAST REHABILITATION HOSPITAL,NOT AVAILABLE,146,2871653,OPEN,REHABILITATION,NOT AVAILABLE,PROPRIETARY,-999,15,15,Y,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
BRADLEY COUNTY MEDICAL CENTER,NOT AVAILABLE,147,671671,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,35,35,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
FIVE RIVER MEDICAL CENTER,NOT AVAILABLE,148,8872455,OPEN,GENERAL ACUTE CARE,LEVEL IV,NON-PROFIT,-999,50,50,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
DALLAS COUNTY MEDICAL CENTER,NOT AVAILABLE,149,2571742,OPEN,CRITICAL ACCESS,LEVEL IV,GOVERNMENT - LOCAL,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CRITTENDEN HOSPITAL ASSOCIATION,NOT AVAILABLE,150,4100000,CLOSED,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,152,152,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
OUACHITA CO. MEDICAL CENTER,NOT AVAILABLE,151,6171701,OPEN,GENERAL ACUTE CARE,LEVEL IV,NON-PROFIT,-999,100,100,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NORTH ARKANSAS REGIONAL MEDICAL CENTER,NOT AVAILABLE,152,572601,OPEN,GENERAL ACUTE CARE,LEVEL III,NON-PROFIT,-999,174,174,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
STONE COUNTY MEDICAL CENTER,NOT AVAILABLE,153,1672560,OPEN,CRITICAL ACCESS,LEVEL IV,NON-PROFIT,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
PIGGOTT COMMUNITY HOSPITAL,NOT AVAILABLE,154,2372454,OPEN,CRITICAL ACCESS,LEVEL IV,GOVERNMENT - LOCAL,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BAPTIST HEALTH - HEBER SPRINGS,NOT AVAILABLE,155,1372543,OPEN,CRITICAL ACCESS,LEVEL IV,NON-PROFIT,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ST. VINCENT MORRILTON,NOT AVAILABLE,156,2472110,OPEN,CRITICAL ACCESS,LEVEL IV,NON-PROFIT,-999,35,35,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
UAMS MEDICAL CENTER,NOT AVAILABLE,157,3072205,OPEN,GENERAL ACUTE CARE,LEVEL I,GOVERNMENT - STATE,-999,400,400,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BAPTIST HEALTH MEDICAL CENTER - NORTH LITTLE ROCK,NOT AVAILABLE,158,5000000,OPEN,GENERAL ACUTE CARE,LEVEL III,NON-PROFIT,-999,248,248,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
UNITED METHODIST BEHAVIORAL HEALTH SYSTEMS,NOT AVAILABLE,159,6972113,OPEN,PSYCHIATRIC,NOT AVAILABLE,NON-PROFIT,-999,60,60,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
LEO N. LEVI NATIONAL ARTHRITIS HOSPITAL,NOT AVAILABLE,160,1971901,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,89,89,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HOT SPRINGS REHABILITATION CENTER,NOT AVAILABLE,161,4671901,CLOSED,REHABILITATION,NOT AVAILABLE,GOVERNMENT - STATE,-999,35,35,N,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
CHI ST VINCENT HOSPITAL HOT SPRINGS,NOT AVAILABLE,162,5971913,OPEN,GENERAL ACUTE CARE,LEVEL II,NON-PROFIT,-999,289,289,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BAPTIST HEALTH MEDICAL CENTER - HOT SPRING COUNTY,NOT AVAILABLE,163,6600000,OPEN,GENERAL ACUTE CARE,LEVEL IV,PROPRIETARY,-999,72,72,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ARKANSAS DEPT. OF CORRECTION-DIAGNOSTIC UNIT,NOT AVAILABLE,164,3971603,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - STATE,-999,27,27,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
JEFFERSON REGIONAL MEDICAL CENTER,NOT AVAILABLE,165,6871603,OPEN,GENERAL ACUTE CARE,LEVEL III,NON-PROFIT,-999,471,471,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HEALTHSOUTH REHABILITATION HOSPITAL,NOT AVAILABLE,166,2772703,OPEN,REHABILITATION,NOT AVAILABLE,PROPRIETARY,-999,60,60,N,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
"MEMORIAL HEALTH UNIV MED CEN, INC",NOT AVAILABLE,167,331404,OPEN,GENERAL ACUTE CARE,LEVEL I,NON-PROFIT,-999,512,512,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
VANTAGE POINT OF NORTHWEST ARKANSAS,NOT AVAILABLE,168,9372703,OPEN,PSYCHIATRIC,NOT AVAILABLE,PROPRIETARY,-999,114,114,Y,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
NORTHWEST MEDICAL CENTER - WILLOW CREEK WOMEN'S HOSPITAL,NOT AVAILABLE,169,9672762,OPEN,WOMEN,NOT AVAILABLE,PROPRIETARY,-999,64,64,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ASCENSION NE WISCONSIN ST. ELIZABETH HOSPITAL,NOT AVAILABLE,170,9454915,OPEN,GENERAL ACUTE CARE,LEVEL III,NON-PROFIT,-999,332,332,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MENA REGIONAL HEALTH SYSTEM,NOT AVAILABLE,171,3271953,OPEN,GENERAL ACUTE CARE,LEVEL IV,GOVERNMENT - LOCAL,-999,65,65,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MERCY HOSPITAL BOONEVILLE,NOT AVAILABLE,172,4972927,OPEN,CRITICAL ACCESS,LEVEL IV,NON-PROFIT,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MERCY HOSPITAL PARIS,NOT AVAILABLE,173,5172855,OPEN,CRITICAL ACCESS,LEVEL IV,NON-PROFIT,-999,16,16,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CROSSRIDGE COMMUNITY HOSPITAL,NOT AVAILABLE,174,62572396,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NOT AVAILABLE,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BAPTIST HEALTH REHABILITATION INSTITUTE,NOT AVAILABLE,175,64072205,OPEN,REHABILITATION,NOT AVAILABLE,NON-PROFIT,-999,120,120,Y,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
ASCENSION SACRED HEART REHAB INST,NOT AVAILABLE,176,8053211,OPEN,REHABILITATION,NOT AVAILABLE,NON-PROFIT,-999,31,31,N,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
SANTA CRUZ VALLEY HOSPITAL,NOT AVAILABLE,177,14385622,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NOT AVAILABLE,-999,49,49,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BAPTIST HEALTH MEDICAL CENTER-STUTTGART,NOT AVAILABLE,178,62472160,OPEN,GENERAL ACUTE CARE,LEVEL IV,NON-PROFIT,-999,49,49,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CASEY COUNTY HOSPITAL,NOT AVAILABLE,179,1042539,OPEN,CRITICAL ACCESS,NOT AVAILABLE,GOVERNMENT - LOCAL,-999,24,24,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MARCUM AND WALLACE MEMORIAL HOSPITAL,NOT AVAILABLE,180,5240336,OPEN,CRITICAL ACCESS,LEVEL IV,NON-PROFIT,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HIGHLANDS REGIONAL MEDICAL CENTER,NOT AVAILABLE,181,3641653,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,174,174,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NORTON WOMEN'S AND KOSAIR CHILDREN'S HOSPITAL,NORTON SUBURBAN HOSPITAL,182,7140207,OPEN,WOMEN,NOT AVAILABLE,NON-PROFIT,-999,373,373,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SAINTS MARY & ELIZABETH HOSPITAL,NOT AVAILABLE,183,9440215,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,298,298,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
THE BROOK - DUPONT,NOT AVAILABLE,184,10640207,OPEN,PSYCHIATRIC,NOT AVAILABLE,PROPRIETARY,-999,88,88,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BAPTIST HEALTH LA GRANGE,BAPTIST HOSPITAL NORTHEAST,185,240031,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,90,90,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ADCARE HOSPITAL OF WORCESTER INC,NOT AVAILABLE,186,9401605,OPEN,REHABILITATION,NOT AVAILABLE,PROPRIETARY,-999,114,114,N,622210,"HOSPITALS, SUBSTANCE ABUSE"
EDITH NOURSE ROGERS MEMORIAL VETERANS HOSPITAL,BEDFORD VA,187,8401730,OPEN,MILITARY,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999,147,147,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
AMESBURY HEALTH CENTER,NOT AVAILABLE,188,9501913,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,12,12,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BETH ISRAEL DEACONESS MEDICAL CENTER - WEST CAMPUS,BETH ISRAEL DEACONESS MED CTR WEST,189,1202215,OPEN,GENERAL ACUTE CARE,LEVEL I,NON-PROFIT,-999,405,405,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
"ARBOUR HOSPITAL, THE",NOT AVAILABLE,190,9602130,OPEN,PSYCHIATRIC,NOT AVAILABLE,PROPRIETARY,-999,136,136,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
BEVERLY HOSPITAL ADDISON GILBERT CAMPUS,ADDISON GILBERT HOSPITAL,191,8201930,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,79,79,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
VIBRA HOSPITAL OF WESTERN MASS CENTRAL CAMPUS,NOT AVAILABLE,192,11801542,OPEN,LONG TERM CARE,NOT AVAILABLE,PROPRIETARY,-999,47,47,N,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
WORCESTER RECOVERY CENTER AND HOSPITAL,NOT AVAILABLE,193,13925027,OPEN,PSYCHIATRIC,NOT AVAILABLE,GOVERNMENT - STATE,-999,166,166,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
HOULTON REGIONAL HOSPITAL,NOT AVAILABLE,194,4204730,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NORTHERN LIGHT INLAND HOSPITAL,NOT AVAILABLE,195,2804901,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,48,48,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MAINEGENERAL MEDICAL CENTER,NOT AVAILABLE,196,3004330,CLOSED,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,146,146,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MAINEGENERAL MEDICAL CENTER-SETON,NOT AVAILABLE,197,2704901,CLOSED,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,75,75,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SAINT ANDREWS HOSPITAL AND HEALTHCARE CENTER,NOT AVAILABLE,198,2504538,CLOSED,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,52,52,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MIDMICHIGAN MEDICAL CENTER-GLADWIN,NOT AVAILABLE,199,4648624,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HELEN NEWBERRY JOY HOSPITAL,NOT AVAILABLE,200,7349868,OPEN,CRITICAL ACCESS,NOT AVAILABLE,GOVERNMENT - LOCAL,-999,25,25,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MUNISING MEMORIAL HOSPITAL,NOT AVAILABLE,201,1549862,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,11,11,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BOURNEWOOD HOSPITAL,NOT AVAILABLE,202,10902167,OPEN,PSYCHIATRIC,NOT AVAILABLE,PROPRIETARY,-999,90,90,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,NOT AVAILABLE,203,5848843,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,136,136,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HILLSDALE COMMUNITY HEALTH CENTER,NOT AVAILABLE,204,1649242,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,65,65,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
DMC SURGERY HOSPITAL,NOT AVAILABLE,205,10048071,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,36,36,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
"LAKELAND COMMUNITY HOSPITAL, WATERVLIET",NOT AVAILABLE,206,3049098,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,38,38,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MCLAREN CENTRAL MICHIGAN,NOT AVAILABLE,207,5648858,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,118,118,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SPECTRUM HEALTH LUDINGTON HOSPITAL,MEMORIAL MEDICAL CENTER OF WEST MICHIGAN,208,7949431,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,49,49,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BRONSON LAKEVIEW HOSPITAL,NOT AVAILABLE,209,14049079,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,35,35,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
DECKERVILLE COMMUNITY HOSPITAL,NOT AVAILABLE,210,13248427,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,15,15,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HENRY FORD HOSPITAL,NOT AVAILABLE,211,14948202,OPEN,GENERAL ACUTE CARE,LEVEL I,NON-PROFIT,-999,877,877,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MAYO CLINIC HEALTH SYS ALBT LE,NOT AVAILABLE,212,4256007,OPEN,GENERAL ACUTE CARE,LEVEL IV,NON-PROFIT,-999,159,159,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MAYO CLINIC HEALTH SYS CF,NOT AVAILABLE,213,14155009,OPEN,CRITICAL ACCESS,LEVEL IV,NON-PROFIT,-999,15,15,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MAYO CLINIC HEALTH SYS FAIRMNT,NOT AVAILABLE,214,5056031,OPEN,GENERAL ACUTE CARE,LEVEL IV,NON-PROFIT,-999,57,57,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MAYO CLINIC HEALTH SYSTEM S F,NOT AVAILABLE,215,10856087,OPEN,CRITICAL ACCESS,LEVEL IV,NON-PROFIT,-999,24,24,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HARRY S. TRUMAN MEMORIAL VETERANS HOSPITAL,NOT AVAILABLE,216,8665201,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999,126,126,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
VIBRA HOSPITAL OF CENTRAL DAKOTAS,NOT AVAILABLE,217,5158554,OPEN,LONG TERM CARE,NOT AVAILABLE,PROPRIETARY,-999,41,41,N,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
JACOBSON MEMORIAL HOSPITAL & CARE CENTER,NOT AVAILABLE,218,2458533,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,30,30,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,NOT AVAILABLE,219,1446011,OPEN,GENERAL ACUTE CARE,LEVEL III,NON-PROFIT,-999,137,137,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MEMORIAL HOSPITAL OF SOUTH BEND,NOT AVAILABLE,220,9446601,OPEN,GENERAL ACUTE CARE,LEVEL II,NON-PROFIT,-999,416,416,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
COMPLEX CARE HOSPITAL AT TENAYA,NOT AVAILABLE,221,389128,OPEN,LONG TERM CARE,NOT AVAILABLE,PROPRIETARY,-999,70,70,N,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
DESERT SPRINGS HOSPITAL MEDICAL CENTER,NOT AVAILABLE,222,489119,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,293,293,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
EASTERN REGIONAL MEDICAL CENTER,NOT AVAILABLE,223,12119124,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,58,58,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
THOMAS JEFFERSON UNIVERSITY HOSPITAL,NOT AVAILABLE,224,13619107,OPEN,GENERAL ACUTE CARE,LEVEL I,NON-PROFIT,-999,957,957,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
PENN PRESBYTERIAN MEDICAL CENTER,NOT AVAILABLE,225,20819104,OPEN,GENERAL ACUTE CARE,LEVEL I,NON-PROFIT,-999,305,305,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ST JOSEPHS HOSPITAL,NOT AVAILABLE,226,21419130,CLOSED,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,227,227,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
VA MEDICAL CENTER - PHILADELPHIA,NOT AVAILABLE,227,25019104,OPEN,MILITARY,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999,280,280,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
